ProtocolID,FreezeID,RowID,RawBranchContrast,QCleanBranchResponse,ScoringAuthorized,ClaimBoundary
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_Q_NATIVE_BRANCH_RESPONSE_CURVATURE_PREFLIGHT_v1,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY::z_0.706,-0.3333333333333332,-2.7755575615628914e-17,False,q_native_branch_response_curvature_preflight_no_scoring_no_survival
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_Q_NATIVE_BRANCH_RESPONSE_CURVATURE_PREFLIGHT_v1,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY::z_0.93,-0.3333333333333332,-1.6653345369377348e-16,False,q_native_branch_response_curvature_preflight_no_scoring_no_survival
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_Q_NATIVE_BRANCH_RESPONSE_CURVATURE_PREFLIGHT_v1,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY::z_0.934,-0.3333333333333332,0.0,False,q_native_branch_response_curvature_preflight_no_scoring_no_survival
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_Q_NATIVE_BRANCH_RESPONSE_CURVATURE_PREFLIGHT_v1,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY::z_1.317,-0.3333333333333332,-2.7755575615628914e-17,False,q_native_branch_response_curvature_preflight_no_scoring_no_survival
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_Q_NATIVE_BRANCH_RESPONSE_CURVATURE_PREFLIGHT_v1,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY::z_1.321,-0.3333333333333332,5.551115123125783e-17,False,q_native_branch_response_curvature_preflight_no_scoring_no_survival
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_Q_NATIVE_BRANCH_RESPONSE_CURVATURE_PREFLIGHT_v1,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY::z_1.48,-0.3333333333333332,-2.7755575615628914e-16,False,q_native_branch_response_curvature_preflight_no_scoring_no_survival
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_Q_NATIVE_BRANCH_RESPONSE_CURVATURE_PREFLIGHT_v1,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY::z_1.484,-0.3333333333333332,-2.498001805406602e-16,False,q_native_branch_response_curvature_preflight_no_scoring_no_survival
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_Q_NATIVE_BRANCH_RESPONSE_CURVATURE_PREFLIGHT_v1,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY::z_2.33,-0.3333333333333332,-2.220446049250313e-16,False,q_native_branch_response_curvature_preflight_no_scoring_no_survival
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_Q_NATIVE_BRANCH_RESPONSE_CURVATURE_PREFLIGHT_v1,REGISTERED_HD_CRITERIA_2_LOW_LOSS_PROXY::z_2.334,-0.3333333333333332,-2.7755575615628914e-16,False,q_native_branch_response_curvature_preflight_no_scoring_no_survival
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_Q_NATIVE_BRANCH_RESPONSE_CURVATURE_PREFLIGHT_v1,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY::z_0.38,0.0,-3.642919299551295e-17,False,q_native_branch_response_curvature_preflight_no_scoring_no_survival
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_Q_NATIVE_BRANCH_RESPONSE_CURVATURE_PREFLIGHT_v1,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY::z_0.51,0.0,8.673617379884035e-19,False,q_native_branch_response_curvature_preflight_no_scoring_no_survival
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_Q_NATIVE_BRANCH_RESPONSE_CURVATURE_PREFLIGHT_v1,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY::z_0.698,0.0,-4.336808689942018e-19,False,q_native_branch_response_curvature_preflight_no_scoring_no_survival
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_Q_NATIVE_BRANCH_RESPONSE_CURVATURE_PREFLIGHT_v1,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY::z_0.706,0.0,6.765421556309548e-17,False,q_native_branch_response_curvature_preflight_no_scoring_no_survival
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_Q_NATIVE_BRANCH_RESPONSE_CURVATURE_PREFLIGHT_v1,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY::z_0.93,0.0,1.0581813203458523e-16,False,q_native_branch_response_curvature_preflight_no_scoring_no_survival
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_Q_NATIVE_BRANCH_RESPONSE_CURVATURE_PREFLIGHT_v1,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY::z_0.934,0.0,-3.469446951953614e-17,False,q_native_branch_response_curvature_preflight_no_scoring_no_survival
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_Q_NATIVE_BRANCH_RESPONSE_CURVATURE_PREFLIGHT_v1,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY::z_1.317,0.0,8.673617379884035e-19,False,q_native_branch_response_curvature_preflight_no_scoring_no_survival
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_Q_NATIVE_BRANCH_RESPONSE_CURVATURE_PREFLIGHT_v1,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY::z_1.321,0.0,-1.734723475976807e-18,False,q_native_branch_response_curvature_preflight_no_scoring_no_survival
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_Q_NATIVE_BRANCH_RESPONSE_CURVATURE_PREFLIGHT_v1,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY::z_1.48,0.0,9.540979117872439e-17,False,q_native_branch_response_curvature_preflight_no_scoring_no_survival
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_Q_NATIVE_BRANCH_RESPONSE_CURVATURE_PREFLIGHT_v1,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY::z_1.484,0.0,6.938893903907228e-17,False,q_native_branch_response_curvature_preflight_no_scoring_no_survival
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_Q_NATIVE_BRANCH_RESPONSE_CURVATURE_PREFLIGHT_v1,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY::z_2.33,0.0,9.71445146547012e-17,False,q_native_branch_response_curvature_preflight_no_scoring_no_survival
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_Q_NATIVE_BRANCH_RESPONSE_CURVATURE_PREFLIGHT_v1,REGISTERED_HD_CRITERIA_3_LOSS_COMPLEXITY::z_2.334,0.0,6.678685382510707e-17,False,q_native_branch_response_curvature_preflight_no_scoring_no_survival
