AuditID,ExtractionID,ConventionID,GridIndex,z_grid,ResponseDefinition,Alpha,PreviewResponse,SourceSplitResponse,PreviewSign,TargetSign,SignMatchesTarget,SignStableTemplate,SNBAOSameSign,ScoringAllowed,Status,BlockingIssue,ClaimBoundary
ALPHA_SIGN_CONVENTION_AUDIT_V1,PX_ZKDR_1303_TABLE1_JOINT_ALPHA_PRIOR,AS_DECLARED_ALPHA_CLUMPINESS_SIGN,5,1.6475,SN_standardized_minus_BAO_standardized,0.685,0.0638265679370861,-1.3950527132306294,1,-1,False,True,False,False,SIGN_CONVENTION_AUDIT_ONLY,sign_convention_not_frozen;covariance_propagation_missing;measurement_scorecard_not_authorized,alpha_sign_convention_audit_no_measurement_validation
ALPHA_SIGN_CONVENTION_AUDIT_V1,PX_ZKDR_1303_TABLE1_JOINT_ALPHA_PRIOR,INVERTED_ALPHA_CLUMPINESS_SIGN,5,1.6475,SN_standardized_minus_BAO_standardized,0.685,-0.0638265679370861,-1.3950527132306294,-1,-1,True,True,False,False,SIGN_CONVENTION_AUDIT_ONLY,sign_convention_not_frozen;covariance_propagation_missing;measurement_scorecard_not_authorized,alpha_sign_convention_audit_no_measurement_validation
ALPHA_SIGN_CONVENTION_AUDIT_V1,PX_ZKDR_1303_TABLE1_JOINT_ALPHA_PRIOR,AS_DECLARED_ALPHA_CLUMPINESS_SIGN,6,1.875,SN_standardized_minus_BAO_standardized,0.685,0.1083971200562546,-2.4164046464078455,1,-1,False,False,False,False,SIGN_CONVENTION_AUDIT_ONLY,sign_convention_not_frozen;covariance_propagation_missing;measurement_scorecard_not_authorized,alpha_sign_convention_audit_no_measurement_validation
ALPHA_SIGN_CONVENTION_AUDIT_V1,PX_ZKDR_1303_TABLE1_JOINT_ALPHA_PRIOR,INVERTED_ALPHA_CLUMPINESS_SIGN,6,1.875,SN_standardized_minus_BAO_standardized,0.685,-0.1083971200562546,-2.4164046464078455,-1,-1,True,False,False,False,SIGN_CONVENTION_AUDIT_ONLY,sign_convention_not_frozen;covariance_propagation_missing;measurement_scorecard_not_authorized,alpha_sign_convention_audit_no_measurement_validation
ALPHA_SIGN_CONVENTION_AUDIT_V1,PX_ZKDR_1303_TABLE1_JOINT_ALPHA_PRIOR,AS_DECLARED_ALPHA_CLUMPINESS_SIGN,8,2.33,SN_standardized_minus_BAO_standardized,0.685,0.192403984601173,-1.9828338698253765,1,-1,False,False,True,False,SIGN_CONVENTION_AUDIT_ONLY,sign_convention_not_frozen;covariance_propagation_missing;measurement_scorecard_not_authorized,alpha_sign_convention_audit_no_measurement_validation
ALPHA_SIGN_CONVENTION_AUDIT_V1,PX_ZKDR_1303_TABLE1_JOINT_ALPHA_PRIOR,INVERTED_ALPHA_CLUMPINESS_SIGN,8,2.33,SN_standardized_minus_BAO_standardized,0.685,-0.192403984601173,-1.9828338698253765,-1,-1,True,False,True,False,SIGN_CONVENTION_AUDIT_ONLY,sign_convention_not_frozen;covariance_propagation_missing;measurement_scorecard_not_authorized,alpha_sign_convention_audit_no_measurement_validation
ALPHA_SIGN_CONVENTION_AUDIT_V1,PX_ZKDR_1303_TABLE7_JOINT_ALPHA_WITH_HUBBLE,AS_DECLARED_ALPHA_CLUMPINESS_SIGN,0,0.51,SN_standardized_minus_BAO_standardized,0.821,-0.0903736245188886,-5.101385205889281,-1,-1,True,True,False,False,SIGN_CONVENTION_AUDIT_ONLY,sign_convention_not_frozen;covariance_propagation_missing;measurement_scorecard_not_authorized,alpha_sign_convention_audit_no_measurement_validation
ALPHA_SIGN_CONVENTION_AUDIT_V1,PX_ZKDR_1303_TABLE7_JOINT_ALPHA_WITH_HUBBLE,INVERTED_ALPHA_CLUMPINESS_SIGN,0,0.51,SN_standardized_minus_BAO_standardized,0.821,0.0903736245188886,-5.101385205889281,1,-1,False,True,False,False,SIGN_CONVENTION_AUDIT_ONLY,sign_convention_not_frozen;covariance_propagation_missing;measurement_scorecard_not_authorized,alpha_sign_convention_audit_no_measurement_validation
ALPHA_SIGN_CONVENTION_AUDIT_V1,PX_ZKDR_1303_TABLE7_JOINT_ALPHA_WITH_HUBBLE,AS_DECLARED_ALPHA_CLUMPINESS_SIGN,1,0.7375,SN_standardized_minus_BAO_standardized,0.821,-0.0679259527423916,-4.042742053840544,-1,-1,True,True,False,False,SIGN_CONVENTION_AUDIT_ONLY,sign_convention_not_frozen;covariance_propagation_missing;measurement_scorecard_not_authorized,alpha_sign_convention_audit_no_measurement_validation
ALPHA_SIGN_CONVENTION_AUDIT_V1,PX_ZKDR_1303_TABLE7_JOINT_ALPHA_WITH_HUBBLE,INVERTED_ALPHA_CLUMPINESS_SIGN,1,0.7375,SN_standardized_minus_BAO_standardized,0.821,0.0679259527423916,-4.042742053840544,1,-1,False,True,False,False,SIGN_CONVENTION_AUDIT_ONLY,sign_convention_not_frozen;covariance_propagation_missing;measurement_scorecard_not_authorized,alpha_sign_convention_audit_no_measurement_validation
ALPHA_SIGN_CONVENTION_AUDIT_V1,PX_ZKDR_1303_TABLE7_JOINT_ALPHA_WITH_HUBBLE,AS_DECLARED_ALPHA_CLUMPINESS_SIGN,2,0.965,SN_standardized_minus_BAO_standardized,0.821,-0.0427201420104942,-1.0612908027787438,-1,-1,True,True,True,False,SIGN_CONVENTION_AUDIT_ONLY,sign_convention_not_frozen;covariance_propagation_missing;measurement_scorecard_not_authorized,alpha_sign_convention_audit_no_measurement_validation
ALPHA_SIGN_CONVENTION_AUDIT_V1,PX_ZKDR_1303_TABLE7_JOINT_ALPHA_WITH_HUBBLE,INVERTED_ALPHA_CLUMPINESS_SIGN,2,0.965,SN_standardized_minus_BAO_standardized,0.821,0.0427201420104942,-1.0612908027787438,1,-1,False,True,True,False,SIGN_CONVENTION_AUDIT_ONLY,sign_convention_not_frozen;covariance_propagation_missing;measurement_scorecard_not_authorized,alpha_sign_convention_audit_no_measurement_validation
ALPHA_SIGN_CONVENTION_AUDIT_V1,PX_ZKDR_1303_TABLE7_JOINT_ALPHA_WITH_HUBBLE,AS_DECLARED_ALPHA_CLUMPINESS_SIGN,3,1.1925,SN_standardized_minus_BAO_standardized,0.821,-0.0163547351809585,0.1211657917854815,-1,1,False,False,True,False,SIGN_CONVENTION_AUDIT_ONLY,sign_convention_not_frozen;covariance_propagation_missing;measurement_scorecard_not_authorized,alpha_sign_convention_audit_no_measurement_validation
ALPHA_SIGN_CONVENTION_AUDIT_V1,PX_ZKDR_1303_TABLE7_JOINT_ALPHA_WITH_HUBBLE,INVERTED_ALPHA_CLUMPINESS_SIGN,3,1.1925,SN_standardized_minus_BAO_standardized,0.821,0.0163547351809585,0.1211657917854815,1,1,True,False,True,False,SIGN_CONVENTION_AUDIT_ONLY,sign_convention_not_frozen;covariance_propagation_missing;measurement_scorecard_not_authorized,alpha_sign_convention_audit_no_measurement_validation
ALPHA_SIGN_CONVENTION_AUDIT_V1,PX_ZKDR_1303_TABLE7_JOINT_ALPHA_WITH_HUBBLE,AS_DECLARED_ALPHA_CLUMPINESS_SIGN,4,1.42,SN_standardized_minus_BAO_standardized,0.821,0.0101733325656917,-1.66707598793248,1,-1,False,True,False,False,SIGN_CONVENTION_AUDIT_ONLY,sign_convention_not_frozen;covariance_propagation_missing;measurement_scorecard_not_authorized,alpha_sign_convention_audit_no_measurement_validation
ALPHA_SIGN_CONVENTION_AUDIT_V1,PX_ZKDR_1303_TABLE7_JOINT_ALPHA_WITH_HUBBLE,INVERTED_ALPHA_CLUMPINESS_SIGN,4,1.42,SN_standardized_minus_BAO_standardized,0.821,-0.0101733325656917,-1.66707598793248,-1,-1,True,True,False,False,SIGN_CONVENTION_AUDIT_ONLY,sign_convention_not_frozen;covariance_propagation_missing;measurement_scorecard_not_authorized,alpha_sign_convention_audit_no_measurement_validation
ALPHA_SIGN_CONVENTION_AUDIT_V1,PX_ZKDR_1303_TABLE7_JOINT_ALPHA_WITH_HUBBLE,AS_DECLARED_ALPHA_CLUMPINESS_SIGN,5,1.6475,SN_standardized_minus_BAO_standardized,0.821,0.0362697005102807,-1.3950527132306294,1,-1,False,True,False,False,SIGN_CONVENTION_AUDIT_ONLY,sign_convention_not_frozen;covariance_propagation_missing;measurement_scorecard_not_authorized,alpha_sign_convention_audit_no_measurement_validation
ALPHA_SIGN_CONVENTION_AUDIT_V1,PX_ZKDR_1303_TABLE7_JOINT_ALPHA_WITH_HUBBLE,INVERTED_ALPHA_CLUMPINESS_SIGN,5,1.6475,SN_standardized_minus_BAO_standardized,0.821,-0.0362697005102807,-1.3950527132306294,-1,-1,True,True,False,False,SIGN_CONVENTION_AUDIT_ONLY,sign_convention_not_frozen;covariance_propagation_missing;measurement_scorecard_not_authorized,alpha_sign_convention_audit_no_measurement_validation
ALPHA_SIGN_CONVENTION_AUDIT_V1,PX_ZKDR_1303_TABLE7_JOINT_ALPHA_WITH_HUBBLE,AS_DECLARED_ALPHA_CLUMPINESS_SIGN,6,1.875,SN_standardized_minus_BAO_standardized,0.821,0.0615970936192685,-2.4164046464078455,1,-1,False,False,False,False,SIGN_CONVENTION_AUDIT_ONLY,sign_convention_not_frozen;covariance_propagation_missing;measurement_scorecard_not_authorized,alpha_sign_convention_audit_no_measurement_validation
ALPHA_SIGN_CONVENTION_AUDIT_V1,PX_ZKDR_1303_TABLE7_JOINT_ALPHA_WITH_HUBBLE,INVERTED_ALPHA_CLUMPINESS_SIGN,6,1.875,SN_standardized_minus_BAO_standardized,0.821,-0.0615970936192685,-2.4164046464078455,-1,-1,True,False,False,False,SIGN_CONVENTION_AUDIT_ONLY,sign_convention_not_frozen;covariance_propagation_missing;measurement_scorecard_not_authorized,alpha_sign_convention_audit_no_measurement_validation
ALPHA_SIGN_CONVENTION_AUDIT_V1,PX_ZKDR_1303_TABLE7_JOINT_ALPHA_WITH_HUBBLE,AS_DECLARED_ALPHA_CLUMPINESS_SIGN,8,2.33,SN_standardized_minus_BAO_standardized,0.821,0.109334327757492,-1.9828338698253765,1,-1,False,False,True,False,SIGN_CONVENTION_AUDIT_ONLY,sign_convention_not_frozen;covariance_propagation_missing;measurement_scorecard_not_authorized,alpha_sign_convention_audit_no_measurement_validation
ALPHA_SIGN_CONVENTION_AUDIT_V1,PX_ZKDR_1303_TABLE7_JOINT_ALPHA_WITH_HUBBLE,INVERTED_ALPHA_CLUMPINESS_SIGN,8,2.33,SN_standardized_minus_BAO_standardized,0.821,-0.109334327757492,-1.9828338698253765,-1,-1,True,False,True,False,SIGN_CONVENTION_AUDIT_ONLY,sign_convention_not_frozen;covariance_propagation_missing;measurement_scorecard_not_authorized,alpha_sign_convention_audit_no_measurement_validation
