AuditID,RouteID,ComponentIndex,GridIndex,z_grid,DepthZone,PilotOmegaInterpolated,PilotOmegaInInterpolationRange,PilotBackreactionWhitened,WhitenedTarget,K1Whitened,K2LockedWhitened,SignStable,ClaimBoundary,SubsetID,K2ProjectedPilotScale,PilotLikeK2Component,K2ResidualAfterPilotComponent,PilotComponentAbsFractionOfK2,ResidualAbsFractionOfK2,PilotComponentSignMatchesK2,ResidualSignMatchesTarget,MeasurementValidationAllowed
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,REGISTERED_SHRINKAGE_WHITENED,5,5,1.6475,high_depth,-0.6873190537281086,True,-0.18397481570903845,-0.7161278711761941,-0.0964424078421376,-0.3080615791157776,True,derivative_pilot_k2_component_split_no_measurement_validation,mid_high_depth,0.08935208847284844,-0.01643853401000999,-0.2916230451057676,0.05336119504805875,0.9466388049519412,True,True,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,REGISTERED_SHRINKAGE_WHITENED,6,6,1.875,high_depth,-2.5795532886293047,True,-1.4796687608976096,-1.4928698749648674,-0.2204551424591881,-0.8472454406784786,False,derivative_pilot_k2_component_split_no_measurement_validation,mid_high_depth,0.08935208847284844,-0.13221149403423324,-0.7150339466442454,0.15604863441738628,0.8439513655826137,True,True,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,REGISTERED_SHRINKAGE_WHITENED,7,8,2.33,high_depth,-10.219269699299012,False,-7.174587716351326,-1.2541943177607862,-0.0938815043279612,-0.5002936897465631,False,derivative_pilot_k2_component_split_no_measurement_validation,mid_high_depth,0.08935208847284844,-0.6410643963876352,0.14077070664107216,1.281376138708412,0.281376138708412,True,False,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,REGISTERED_SHRINKAGE_WHITENED,5,5,1.6475,high_depth,-0.6873190537281086,True,-0.18397481570903845,-0.7161278711761941,-0.0964424078421376,-0.3080615791157776,True,derivative_pilot_k2_component_split_no_measurement_validation,high_depth,0.09124588254239854,-0.01678694442494634,-0.29127463469083126,0.054492171575337436,0.9455078284246626,True,True,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,REGISTERED_SHRINKAGE_WHITENED,6,6,1.875,high_depth,-2.5795532886293047,True,-1.4796687608976096,-1.4928698749648674,-0.2204551424591881,-0.8472454406784786,False,derivative_pilot_k2_component_split_no_measurement_validation,high_depth,0.09124588254239854,-0.13501368195851968,-0.7122317587199589,0.159356044277323,0.8406439557226769,True,True,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,REGISTERED_SHRINKAGE_WHITENED,7,8,2.33,high_depth,-10.219269699299012,False,-7.174587716351326,-1.2541943177607862,-0.0938815043279612,-0.5002936897465631,False,derivative_pilot_k2_component_split_no_measurement_validation,high_depth,0.09124588254239854,-0.6546515880563285,0.15435789830976543,1.308534569740345,0.3085345697403449,True,False,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,REGISTERED_SHRINKAGE_WHITENED,2,2,0.965,mid_depth,0.28164217698944716,True,0.26598106726654047,-0.4347675164995026,-0.0238009243169268,-0.0289163920946963,True,derivative_pilot_k2_component_split_no_measurement_validation,mid_depth,-0.21586569911941655,-0.05741618903802032,0.028499796943324024,1.9855931144519,0.9855931144518999,True,False,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,REGISTERED_SHRINKAGE_WHITENED,3,3,1.1925,mid_depth,0.3868216085399167,True,0.4022317130476464,0.3719064209126854,0.0245985912554874,0.0677155766598442,False,derivative_pilot_k2_component_split_no_measurement_validation,mid_depth,-0.21586569911941655,-0.08682802994503074,0.15454360660487493,1.2822460389164838,2.2822460389164836,False,True,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,REGISTERED_SHRINKAGE_WHITENED,4,4,1.42,mid_depth,0.16219080341489797,True,0.31724624144051494,-0.8838014619067616,-0.1116120879947342,-0.2883204770740218,True,derivative_pilot_k2_component_split_no_measurement_validation,mid_depth,-0.21586569911941655,-0.06848258170156397,-0.21983789537245785,0.23752243474535503,0.762477565254645,True,True,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,REGISTERED_SHRINKAGE_WHITENED,0,0,0.51,low_depth,-0.11397113819258833,True,-0.04821707211891674,-2.86433358564581,-0.1099630552830129,-0.1182113299883962,True,derivative_pilot_k2_component_split_no_measurement_validation,low_depth,-0.8432785230393345,0.04066042136172118,-0.15887175135011739,0.3439638261891857,1.3439638261891858,False,True,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,REGISTERED_SHRINKAGE_WHITENED,1,1,0.7375,low_depth,0.06699805413522472,True,0.08217576518305252,-2.315415080910488,-0.1238653606623093,-0.1625159123260439,True,derivative_pilot_k2_component_split_no_measurement_validation,low_depth,-0.8432785230393345,-0.0692970578931917,-0.0932188544328522,0.4264016790809138,0.5735983209190861,True,True,False
