SummaryID,Rows,K2SignMismatchRows,K1SignMismatchRows,K2OvershootRows,MedianAbsLocalATauRequired,MeanAbsLocalATauRequired,BetaFullCovarianceBestK2Scale,BetaDiagonalBestK2Scale,LockedScale,CounterfactualOnly,MeasurementValidationAllowed,CurrentStatus,StrongestAllowedClaim,NextAction,ClaimBoundary,SubsetID,ModelID,ModelClass,Chi2,AIC,BIC,ParameterCount
SUBSET_mid_depth,3,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,mid_depth,K2_COUNTERFACTUAL_SIGN_ALIGNED,diagnostic_counterfactual,10.042981235002356,10.042981235002356,10.042981235002356,0.0
SUBSET_high_depth,3,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,high_depth,K1_NO_MEMORY,fair_null,0.6693205640043773,0.6693205640043773,0.6693205640043773,0.0
SUBSET_high_depth,3,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,high_depth,K2_LOCKED_A2_UNCHANGED,locked_prediction,2.5879524918717443,2.5879524918717443,2.5879524918717443,0.0
SUBSET_high_depth,3,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,high_depth,POLY_DEG2,overfit_risk_control,2.6988468860231523,8.698846886023151,5.994683752027481,3.0
SUBSET_high_depth,3,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,high_depth,POLY_DEG3,overfit_risk_control,0.2387525767594899,8.23875257675949,4.633201731431929,4.0
SUBSET_high_depth,3,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,high_depth,K2_COUNTERFACTUAL_BETA_FULL,diagnostic_counterfactual,0.5786974853126953,2.5786974853126954,1.677309773980805,1.0
SUBSET_high_depth,3,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,high_depth,K2_COUNTERFACTUAL_BETA_DIAG,diagnostic_counterfactual,0.6393611706577775,2.6393611706577778,1.7379734593258873,1.0
SUBSET_high_depth,3,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,high_depth,K2_COUNTERFACTUAL_SIGN_ALIGNED,diagnostic_counterfactual,2.0735753526612326,2.0735753526612326,2.0735753526612326,0.0
SUBSET_mid_high,6,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,mid_high,K1_NO_MEMORY,fair_null,11.833296308941641,11.833296308941641,11.833296308941641,0.0
SUBSET_mid_high,6,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,mid_high,K2_LOCKED_A2_UNCHANGED,locked_prediction,13.837310994676972,13.837310994676972,13.837310994676972,0.0
SUBSET_mid_high,6,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,mid_high,POLY_DEG2,overfit_risk_control,7.109803736745815,13.109803736745814,12.485082144429981,3.0
SUBSET_mid_high,6,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,mid_high,POLY_DEG3,overfit_risk_control,2.310779381164669,10.310779381164668,9.47781725807689,4.0
SUBSET_mid_high,6,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,mid_high,K2_COUNTERFACTUAL_BETA_FULL,diagnostic_counterfactual,11.671857700343288,13.671857700343288,13.463617169571343,1.0
SUBSET_mid_high,6,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,mid_high,K2_COUNTERFACTUAL_BETA_DIAG,diagnostic_counterfactual,11.726843505767157,13.726843505767157,13.518602974995211,1.0
SUBSET_mid_high,6,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,mid_high,K2_COUNTERFACTUAL_SIGN_ALIGNED,diagnostic_counterfactual,12.179560825255695,12.179560825255695,12.179560825255695,0.0
