AuditID,DDegree,HDDegree,IsLockedPilotDegree,RouteID,SubsetID,ProjectedScale,PilotLikeEnergyFractionOfK2,LockedK2Changed,ScaleFitAllowed,MeasurementValidationAllowed,ClaimBoundary
DERIVATIVE_PILOT_DEGREE_SENSITIVITY_V1,6,2,False,REGISTERED_SHRINKAGE_WHITENED,high_depth,-0.014248128774355131,0.2146493760615422,False,False,False,derivative_pilot_degree_sensitivity_no_measurement_validation
DERIVATIVE_PILOT_DEGREE_SENSITIVITY_V1,6,2,False,REGISTERED_SHRINKAGE_WHITENED,low_depth,-0.4646472712023652,0.6484986476847203,False,False,False,derivative_pilot_degree_sensitivity_no_measurement_validation
DERIVATIVE_PILOT_DEGREE_SENSITIVITY_V1,6,3,False,PUBLIC_PROXY_WHITENED_STANDARDIZED,mid_high_depth,-0.016121429720121448,0.2762589502942975,False,False,False,derivative_pilot_degree_sensitivity_no_measurement_validation
DERIVATIVE_PILOT_DEGREE_SENSITIVITY_V1,6,3,False,PUBLIC_PROXY_WHITENED_STANDARDIZED,high_depth,-0.016396003951176085,0.2862313384789359,False,False,False,derivative_pilot_degree_sensitivity_no_measurement_validation
DERIVATIVE_PILOT_DEGREE_SENSITIVITY_V1,6,3,False,PUBLIC_PROXY_WHITENED_STANDARDIZED,low_depth,-0.0451236697431589,0.11588290549001987,False,False,False,derivative_pilot_degree_sensitivity_no_measurement_validation
DERIVATIVE_PILOT_DEGREE_SENSITIVITY_V1,6,3,False,REGISTERED_SHRINKAGE_WHITENED,mid_high_depth,-0.01354340607273089,0.18137127117482638,False,False,False,derivative_pilot_degree_sensitivity_no_measurement_validation
DERIVATIVE_PILOT_DEGREE_SENSITIVITY_V1,6,3,False,REGISTERED_SHRINKAGE_WHITENED,high_depth,-0.014202525165322812,0.21469358043864906,False,False,False,derivative_pilot_degree_sensitivity_no_measurement_validation
DERIVATIVE_PILOT_DEGREE_SENSITIVITY_V1,6,3,False,REGISTERED_SHRINKAGE_WHITENED,low_depth,-0.5044218476278114,0.7785407788068719,False,False,False,derivative_pilot_degree_sensitivity_no_measurement_validation
DERIVATIVE_PILOT_DEGREE_SENSITIVITY_V1,6,4,False,PUBLIC_PROXY_WHITENED_STANDARDIZED,mid_high_depth,-0.01781255947425266,0.28101651845374515,False,False,False,derivative_pilot_degree_sensitivity_no_measurement_validation
DERIVATIVE_PILOT_DEGREE_SENSITIVITY_V1,6,4,False,PUBLIC_PROXY_WHITENED_STANDARDIZED,high_depth,-0.018098634187461063,0.2909074697548155,False,False,False,derivative_pilot_degree_sensitivity_no_measurement_validation
DERIVATIVE_PILOT_DEGREE_SENSITIVITY_V1,6,4,False,PUBLIC_PROXY_WHITENED_STANDARDIZED,low_depth,-0.09249362957572248,0.19094448211035245,False,False,False,derivative_pilot_degree_sensitivity_no_measurement_validation
DERIVATIVE_PILOT_DEGREE_SENSITIVITY_V1,6,4,False,REGISTERED_SHRINKAGE_WHITENED,mid_high_depth,-0.015039295538617983,0.1864738672613211,False,False,False,derivative_pilot_degree_sensitivity_no_measurement_validation
DERIVATIVE_PILOT_DEGREE_SENSITIVITY_V1,6,4,False,REGISTERED_SHRINKAGE_WHITENED,high_depth,-0.015718397989703217,0.21944661644083271,False,False,False,derivative_pilot_degree_sensitivity_no_measurement_validation
DERIVATIVE_PILOT_DEGREE_SENSITIVITY_V1,6,4,False,REGISTERED_SHRINKAGE_WHITENED,low_depth,-0.31225360304967004,0.5572973131902063,False,False,False,derivative_pilot_degree_sensitivity_no_measurement_validation
