FamilyID,z_i,z_j,Covariance,Source,ClaimBoundary
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.51,0.706,0.9490325500254786,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.51,0.93,0.8005396376923425,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.51,0.934,0.7989119047330804,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.51,1.317,0.731917390482341,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.51,1.321,0.731887134606506,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.51,1.48,0.7384146154723231,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.51,1.484,0.7387589114024526,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.51,2.33,0.9787188770882344,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.51,2.334,0.9806912849537404,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.698,0.38,0.9738121866334072,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.698,0.51,0.957160743113383,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.698,0.698,0.9332547247731336,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.698,0.706,0.9319860140344784,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.698,0.93,0.9005239229744058,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.698,0.934,0.9001132188324175,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.698,1.317,0.8977851849109635,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.698,1.321,0.8981575865544948,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.698,1.48,0.919389769557205,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.698,1.484,0.9200833693396664,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.698,2.33,1.247047861641573,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.698,2.334,1.2495689086892925,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.706,0.38,0.9554232136670644,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.706,0.51,0.9490325500254786,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.706,0.698,0.9319860140344784,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.706,0.706,0.9309043292480292,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.706,0.93,0.902946027530589,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.706,0.934,0.9025769249664196,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.706,1.317,0.902854965106178,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.706,1.321,0.9032467826995568,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.706,1.48,0.925206192610186,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.706,1.484,0.9259173228302554,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.706,2.33,1.256978193107131,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.706,2.334,1.2595236050109506,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.93,0.38,0.65104021492887,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.93,0.51,0.8005396376923425,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.93,0.698,0.9005239229744058,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.93,0.706,0.902946027530589,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.93,0.93,0.947012777597766,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.93,0.934,0.9476011204018292,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.93,1.317,1.015728751216412,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.93,1.321,1.0166855377758235,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.93,1.48,1.0601926259471743,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.93,1.484,1.061429886374298,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.93,2.33,1.5140503289257972,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.93,2.334,1.5173033024008522,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.934,0.38,0.6480857605348159,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.934,0.51,0.7989119047330804,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.934,0.698,0.9001132188324175,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.934,0.706,0.9025769249664196,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.934,0.93,0.9476011204018292,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.934,0.934,0.9482037312487682,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.934,1.317,1.01745675581739,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.934,1.321,1.018423724379533,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.934,1.48,1.0623247528812303,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.934,1.484,1.0635717369568098,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.934,2.33,1.5184489927368805,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,0.934,2.334,1.521715012677448,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,1.317,0.38,0.5305403397519528,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,1.317,0.51,0.731917390482341,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,1.317,0.698,0.8977851849109635,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,1.317,0.706,0.902854965106178,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,1.317,0.93,1.015728751216412,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,1.317,0.934,1.01745675581739,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,1.317,1.317,1.184723111846818,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,1.317,1.321,1.1866460857950294,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,1.317,1.48,1.2681699928623338,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,1.317,1.484,1.2703591786022226,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,1.317,2.33,1.951167268671359,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,1.317,2.334,1.9557577191807571,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,1.321,0.38,0.5303464876328824,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,1.321,0.51,0.731887134606506,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,1.321,0.698,0.8981575865544948,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,1.321,0.706,0.9032467826995568,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,1.321,0.93,1.0166855377758235,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,1.321,0.934,1.018423724379533,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,1.321,1.317,1.1866460857950294,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,1.321,1.321,1.1885789115103491,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,1.321,1.48,1.2704960204154458,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,1.321,1.484,1.272695175493278,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,1.321,2.33,1.9559791070481656,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,1.321,2.334,1.960584335681217,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,1.48,0.38,0.5316470392337789,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,1.48,0.51,0.7384146154723231,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,1.48,0.698,0.919389769557205,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,1.48,0.706,0.925206192610186,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,1.48,0.93,1.0601926259471743,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,1.48,0.934,1.0623247528812303,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,1.48,1.317,1.2681699928623338,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,1.48,1.321,1.2704960204154458,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,1.48,1.48,1.3681771635512636,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,1.48,1.484,1.370777652121755,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,1.48,2.33,2.1551544728225203,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,1.48,2.334,2.1603680037609387,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,1.484,0.38,0.5318765220083947,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,1.484,0.51,0.7387589114024526,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
PROXY_REGULARIZED_200_NOT_SOURCE_NATIVE,1.484,0.698,0.9200833693396664,data/physical_nulls/backreaction_reproduction/regularized_full_pysr_backreaction_200_omega_covariance.csv,source_native_schema_dry_run_proxy_not_source_native_no_measurement_validation
